Codepoint,Hanzi,pinyin,Traditional Variant,Simplified Variant,Definition
U+8FAF,辯,biàn,,辩,"dispute, argue, debate, discuss"
U+8FB0,辰,chén,,,early morning; fifth earthly branch; Kangxi radical 161
U+8FB1,辱,rǔ,,,"humiliate, insult, abuse"
U+8FB2,農,nóng,,农,"agriculture, farming; farmer"
U+8FB9,边,biān,"边,邊",边,"edge, margin, side, border"
U+8FBB,辻,shí,,,crossroads; street
U+8FBD,辽,liáo,遼,,"distant, far"
U+8FBE,达,dá,達,,"arrive at, reach; intelligent; smooth, slippery"
U+8FC1,迁,qiān,"迁,遷",迁,"move, shift, change; transfer; relocate a capital city"
U+8FC2,迂,yū,,,"doctrinaire, abstruse, unrealistic"
U+8FC4,迄,qì,,,"extend, reach; until; till"
U+8FC5,迅,xùn,,,"quick, hasty, rapid, sudden"
U+8FC7,过,guò,"过,過",过,"pass, pass through, go across"
U+8FC8,迈,mài,邁,,take a big stride; pass by
U+8FCE,迎,yíng,,,"receive, welcome, greet"
U+8FD0,运,yùn,運,,"luck, fortune; ship, transport"
U+8FD1,近,jìn,,,"near, close; approach; intimate"
U+8FD4,返,fǎn,,,"return, revert to, restore"
U+8FD8,还,hái,"还,還",还,"still, yet, also, besides"
U+8FD9,这,zhè,"这,這",这,"this, the, here"
U+8FDB,进,jìn,進,,"advance, make progress, enter"
U+8FDC,远,yuǎn,"远,遠",远,"distant, remote, far; profound"
U+8FDD,违,wéi,違,,"disobey, violate, defy; be apart from"
U+8FDE,连,lián,連,,"join, connect; continuous; even"
U+8FDF,迟,chí,遲,,"late, tardy; slow; delay"
U+8FE2,迢,tiáo,,,far; distant
U+8FE4,迤,yí,,,wind; walk out of straight path
U+8FE5,迥,jiǒng,,,"distant, far; separated; different"
U+8FE6,迦,jiā,,,character for transliteration
U+8FE9,迩,ěr,"迩,邇",迩,"be near, be close; recently"
U+8FEA,迪,dí,,,"enlighten, advance; progress"
U+8FEB,迫,pò,,,"coerce, force, compel; urgent"
U+8FED,迭,dié,,,"repeatedly, frequently"
U+8FF0,述,shù,,,"narrate, state, express"
U+8FF4,迴,huí,,回,"revolve, rotate; curving, zigzag"
U+8FF7,迷,mí,,,"bewitch, charm, infatuate"
U+8FF8,迸,bèng,,,gush out; burst forth; split
U+8FF9,迹,jì,"跡,迹",迹,"traces, impressions, footprints"
U+8FFD,追,zhuī,,,"pursue, chase after; expel"
U+9000,退,tuì,,,"step back, retreat, withdraw"
U+9001,送,sòng,,,"see off, send off; dispatch, give"
U+9002,适,shì kuò,"适,適",适,"go, reach; appropriate, suitable"
U+9003,逃,táo,,,"escape, flee; abscond, dodge"
U+9005,逅,hòu,,,meet unexpectedly
U+9006,逆,nì,,,"disobey, rebel; rebel, traitor"
U+9009,选,xuǎn,"选,選",选,"choose, select; elect; election"
U+900A,逊,xùn,"逊,遜",逊,"humble, modest; yield"
U+900D,逍,xiāo,,,"ramble, stroll, jaunt, loiter"
U+900F,透,tòu,,,"penetrate, pass through"
U+9010,逐,zhú,,,"chase, expel; one by one"
U+9012,递,dì,"递,遞",递,"hand over, deliver; substitute"
U+9014,途,tú,,,"way, road, path, journey; course"
U+9015,逕,jìng,,迳,"pass by, approach; direct"
U+9017,逗,dòu,,,"tempt, allure, arouse, stir"
U+9019,這,zhè,,这,"this, the, here"
U+901A,通,tōng,,,pass through; common; communicate
U+901B,逛,guàng,,,"ramble, stroll, roam, wander"
U+901D,逝,shì,,,pass away; die
U+901E,逞,chěng,,,"indulge oneself; brag, show off"
U+901F,速,sù,,,"quick, prompt, speedy"
U+9020,造,zào,,,"construct, build, make, begin; prepare"
U+9022,逢,féng,,,"come upon, happen meet; flatter"
U+9023,連,lián,,连,"join, connect; continuous; even"
U+9026,逦,lǐ,邐,,"meandering, winding"
U+902E,逮,dǎi,,,"seize, catch; reach, arrive"
U+9031,週,zhōu,,,"week; turn, cycle; anniversary"
U+9032,進,jìn,,进,"advance, make progress, enter"
U+9038,逸,yì,,,"flee, escape, break loose"
U+903B,逻,luó,"逻,邏",逻,patrol; inspect; watch; patrol
U+903C,逼,bī,,,"compel, pressure, force; bother"
U+903E,逾,yú,,,"go over, pass over, exceed"
U+9041,遁,dùn,,,"hide, conceal oneself; escape"
U+9042,遂,suì,,,"comply with, follow along; thereupon"
U+9046,遆,tí,,,
U+9047,遇,yù,,,"meet, come across, encounter"
U+904A,遊,yóu,,,"wander, roam, travel"
U+904B,運,yùn,,运,"luck, fortune; ship, transport"
U+904D,遍,biàn,,,"everywhere, all over, throughout"
U+904E,過,guò,,过,"pass, pass through, go across"
U+904F,遏,è,,,"stop, suppress, curb, check; a bar"
U+9050,遐,xiá,,,"afar, distant; old, advanced in"
U+9051,遑,huáng,,,"leisure, leisurely; hurry about"
U+9052,遒,qiú,,,"strong, unyielding, forceful"
U+9053,道,dào,,,"path, road, street; method, way"
U+9054,達,dá,,达,"arrive at, reach; intelligent"
U+9055,違,wéi,,违,"disobey, violate, defy; be apart from"
U+9057,遗,yí,遺,,lose; articles lost; omit
U+9059,遙,yáo,,遥,"far away, distant, remote"
U+905B,遛,liù,,,"take walk, stroll"
U+905C,遜,xùn,,逊,"humble, modest; yield"
U+905E,遞,dì,,递,"hand over, deliver; substitute"
U+9060,遠,yuǎn,,远,"distant, remote, far; profound"
U+9062,遢,ta,,,"careless, negligent, slipshod"
U+9063,遣,qiǎn,,,"send, dispatch; send off, exile"
U+9065,遥,yáo,遙,,"far away, distant, remote"
U+9068,遨,áo,,,"ramble, roam; travel for pleasure"
U+9069,適,shì,,适,"match, comfortable; just"
U+906D,遭,zāo,,,"come across, meet with, encounter"
U+906E,遮,zhē,,,"cover, shield, protect"
U+9072,遲,chí,,迟,"late, tardy; slow; delay"
U+9074,遴,lín,,,"select, choose; surname"
U+9075,遵,zūn,,,"obey, comply with, follow; honor"
U+9077,遷,qiān,,迁,"move, shift, change; transfer"
U+9078,選,xuǎn,,选,"choose, select; elect; election"
U+907A,遺,yí,,遗,lose; articles lost; omit
U+907C,遼,liáo,,辽,"distant, far"
U+907D,遽,jù,,,"suddenly, unexpectedly; at once"
U+907F,避,bì,,,avoid; turn aside; escape; hide
U+9080,邀,yāo,,,"invite, welcome; meet, intercept"
U+9081,邁,mài,,迈,take a big stride; pass by
U+9082,邂,xiè,,,unexpected meeting; encounter by
U+9083,邃,suì,,,"profound, detailed; deep"
U+9084,還,hái,,还,"still, yet, also, besides"
U+9087,邇,ěr,,迩,"be near, be close; recently"
U+908A,邊,biān,,边,"edge, margin, side, border"
U+908B,邋,lā,,,rags
U+908F,邏,luó,,逻,patrol; inspect; watch
U+9091,邑,yì,,,area; district; city; state; Kangxi radical 163
U+9093,邓,dèng,鄧,,surname
U+9095,邕,yōng,,,former or literary name for Nanning (in Guangxi)
U+9099,邙,máng,,,mountain in Henan province
U+909B,邛,qióng,,,in distress; a mound
U+909D,邝,kuàng,鄺,,surname
U+90A1,邡,fāng,,,name of a district in Sichuan
U+90A2,邢,xíng,,,surname; state in today's Hebei
U+90A3,那,nà,,,"that, that one, those"
U+90A6,邦,bāng,,,"nation, country, state"
U+90AA,邪,xié,,,"wrong, evil, depraved, vicious, perverse, heterodox"
U+90AE,邮,yóu,郵,,"postal, mail; post office"
U+90AF,邯,hán,,,city in Hebei province
U+90B0,邰,tái,,,surname; state in modern Shanxi
U+90B1,邱,qiū,,,surname; hill; mound; grave
U+90B5,邵,shào,,,surname; various place names
U+90B8,邸,dǐ,,,"official residence, residence of"
U+90B9,邹,zōu,鄒,,name of an ancient state; surname
U+90BB,邻,lín,鄰,,neighbor; neighborhood
U+90C1,郁,yù,"郁,鬱",郁,"sweet smelling, rich in aroma; (Cant.) to move, hit"
U+90CA,郊,jiāo,,,"suburbs; waste land, open spaces"
U+90CE,郎,láng,,,"gentleman, young man; husband"
U+90CF,郏,jiá,郟,,county in Henan province; surname
U+90D1,郑,zhèng,"郑,鄭",郑,state in today's Henan; surname
U+90D3,郓,yùn,鄆,,surname; an ancient town's name
U+90DD,郝,hǎo,,,surname; place in modern Shanxi
U+90E1,郡,jùn,,,administrative division
U+90E8,部,bù,,,"part, division, section"
U+90ED,郭,guō,,,outer part (of a city); surname
U+90EF,郯,tán,,,a county in Shandong
U+90F4,郴,chēn,,,county in Hunan province; surname
U+90F5,郵,yóu,,邮,"postal, mail; post office"
U+90F8,郸,dān,鄲,,county in Hebei province
U+90FD,都,dōu dū,,,"metropolis, capital; all, the whole; elegant, refined"
U+9102,鄂,è,,,Hubei province; startled
U+9109,鄉,xiāng,,乡,country; rural; village
U+9112,鄒,zōu,,邹,a Zhou-dynasty state in modern Shandong
U+9116,鄖,yún,,郧,county in Hubei province
U+9119,鄙,bǐ,,,mean; low
U+911E,鄞,yín,,,county in Zhejiang province
U+9120,鄠,hù,,,county in Shanxi province
U+9127,鄧,dèng,,邓,a county in Henan; surname
U+9129,鄩,xún,,𬩽,county in Shandong province
U+912D,鄭,zhèng,,郑,state in today's Henan; surname
U+912F,鄯,shàn,,,district in Gansu during the Tang dynasty
U+9130,鄰,lín,,邻,neighbor; neighborhood
U+9131,鄱,pó,,,county and lake in Jiangxi
U+9132,鄲,dān,,郸,county in Hebei province
U+9149,酉,yǒu,,,a wine vessel; tenth earthly branch; Kangxi radical 164
U+914B,酋,qiú,,,"chief of tribe, chieftain"
U+914C,酌,zhuó,,,serve wine; feast; deliberate
U+914D,配,pèi,,,"match, pair; equal; blend"
U+9152,酒,jiǔ,,,"wine, spirits, liquor, alcoholic beverage"
U+9157,酗,xù,,,"drunk, to become violent under the influence of alcohol"
U+915A,酚,fēn,,,carbolic acid; phenol
U+915D,酝,yùn,"醖,醞",,"liquor, spirits, wine; ferment"
U+9163,酣,hān,,,enjoy intoxicants
U+9165,酥,sū,,,"butter; flaky, crispy, light, fluffy"
U+9169,酩,mǐng,,,drunk; intoxicated; tipsy
U+916A,酪,lào,,,"cream, cheese; koumiss"
U+916C,酬,chóu,,,"toast; reward, recompense"
U+916E,酮,tóng,,,ketones
U+916F,酯,zhǐ,,,ester
U+9170,酰,xiān,,,acyl
U+9171,酱,jiàng,醬,,any jam-like or paste-like food
U+9175,酵,jiào,,,"yeast, leaven"
U+9176,酶,méi,,,enzymes; (Cant.) soft
U+9177,酷,kù,,,"strong, stimulating; very"
U+9178,酸,suān,,,"tart, sour; acid; stiff; spoiled"
U+917F,酿,niàng,釀,,"brew, ferment"
U+9183,醃,yān,,,"marinate, pickle; salt"
U+9187,醇,chún,,,"rich, good as wine; pure, unmixed"
U+9189,醉,zuì,,,"intoxicated, drunk; addicted to"
U+918B,醋,cù,,,"vinegar; jealousy, envy"
U+918D,醍,tí,,,essential oil of butter
U+9190,醐,hú,,,purest cream
U+9192,醒,xǐng,,,wake up; sober up; startle
U+919B,醛,quán,,,aldehyde
U+919C,醜,chǒu,,丑,"ugly looking, homely; disgraceful"
U+919E,醞,yùn,,酝,"liquor, spirits, wine; ferment"
U+91AA,醪,láo,,,"unclear wine, wine with dregs"
U+91AB,醫,yī,,医,"medicine; to cure, heal; physician"
U+91AC,醬,jiàng,,酱,any jam-like or paste-like food
U+91AF,醯,xī,,,vinegar; pickle; acid
U+91B4,醴,lǐ,,,sweet wine; sweet spring
U+91BA,醺,xūn,,,"get drunk, be intoxicated"
U+91C0,釀,niàng,,酿,"brew, ferment"
U+91C1,釁,xìn,,衅,"smear with blood in sacrifice; rift, quarrel"
U+91C7,采,cǎi,"埰,採,采",采,"collect, gather; pick, pluck"
U+91C9,釉,yòu,,,glaze
U+91CA,释,shì,釋,,"interpret, elucidate; release"
U+91CB,釋,shì,,释,"interpret, elucidate; release"
U+91CC,里,lǐ,"裏,裡,里",里,unit of distance; village; lane; Kangxi radical 166
U+91CD,重,zhòng,,,"heavy, weighty; double"
U+91CE,野,yě,,,"open country, field; wilderness"
U+91CF,量,liàng,,,"measure, quantity, capacity"
U+91D0,釐,xī lí,,厘,"manage, control; thousandth part of tael"
U+91D1,金,jīn,,,gold; metals in general; money; Kangxi radical 167
U+91D4,釔,yǐ,,钇,"yttrium (element 39, Y)"
U+91D7,釗,zhāo,,钊,"endeavor, strive; encourage; cut"
U+91D8,釘,dīng,,钉,"nail, spike; pursue closely"
U+91DC,釜,fǔ,,,"cauldron, pot, kettle"
U+91DD,針,zhēn,,针,needle; pin; tack; acupuncture
U+91E3,釣,diào,,钓,"fish; fishhook; tempt, lure"
U+91F5,釵,chāi,,钗,ornamental hairpin
U+91F9,釹,nǚ,,钕,neodymium (Nd)
U+9200,鈀,bǎ,,钯,palladium (Pd)
U+9201,鈁,fāng,,钫,francium (Fr)
U+9209,鈉,nà,,钠,sodium (Na); sharpen wood
U+920E,鈎,gōu,,钩,"hook, barb; sickle; stroke with"
U+9214,鈔,chāo,,钞,"paper money, bank notes; copy"
U+921E,鈞,jūn,,钧,unit of measure equivalent to thirty catties
U+9223,鈣,gài,,钙,calcium (Ca)
U+9226,鈦,tài,,钛,titanium (Ti)
U+922E,鈮,nǐ,,铌,niobium (Nb)
U+9234,鈴,líng,,铃,bell
U+9237,鈷,gǔ,,钴,cobalt (Co)
U+923A,鈺,yù,,钰,rare treasure
U+923E,鈾,yóu,,铀,uranium (U)
U+9240,鉀,jiǎ,,钾,potassium (K)
U+9245,鉅,jù,,钜,"steel, iron; great"
U+9248,鉈,shī,,铊,"a short spear; thallium (element 81, Tl)"
U+9249,鉉,xuàn,,铉,device for carrying a tripod
U+924D,鉍,bì,,铋,bismuth (Bi)
U+9251,鉑,bó,,铂,platinum (Pt); thin sheet of metal
U+925A,鉚,mǎo,,铆,rivet
U+925B,鉛,qiān,,铅,"lead (element 82, Pb)"
U+925E,鉞,yuè,,钺,"broad-axe, a battle axe, halberd"
U+9264,鉤,gōu,,"钩,𰽭","hook, barb; sickle; stroke with"
U+926C,鉬,mù,,钼,"molybdenum (element 42, Mo)"
U+9274,鉴,jiàn,鑒,,"mirror, looking glass; reflect"
U+927E,鉾,móu,,𫓴,spear
U+9280,銀,yín,,银,"silver (element 47, Ag); cash, money, wealth"
U+9283,銃,chòng,,铳,"ancient weapon, blunderbuss"
U+9285,銅,tóng,,铜,"copper (element 29, Cu); brass, bronze"
U+9291,銑,xiǎn,,铣,mill
U+9296,銖,zhū,,铢,"unit of weight, one twenty-fourth of a Chinese ounce (liang)"
U+9298,銘,míng,,铭,"inscribe, engrave; unforgettably"
U+929C,銜,xián,,衔,"bit; hold in mouth, bite; gag"
U+92A5,銥,yī,,铱,"iridium (element 77, Ir)"
U+92A6,銦,yīn,,铟,"indium (element 49, In)"
U+92A8,銨,ǎn,,铵,ammonium
U+92AB,銫,sè,,铯,"caesium/cesium (element 55, Cs)"
U+92AE,銮,luán,"銮,鑾",銮,bells hung on horse; bells hung
U+92B3,銳,ruì,,锐,"sharp, keen, acute, pointed"
U+92B7,銷,xiāo,,销,"melt, fuse; market, sell; to pass time, finish, cancel"
U+92B9,銹,xiù,,锈,"rust, corrode"
U+92BB,銻,tí,,锑,"antimony (element 51, Sb)"
U+92C1,鋁,lǚ,,铝,"aluminium/aluminum (element 13, Al)"
U+92C5,鋅,xīn,,锌,"zinc (element 30, Zn)"
U+92CC,鋌,dìng,,铤,"ingots, bars of metal; hurry"
U+92D2,鋒,fēng,,锋,"point of spear, sharp point"
U+92E1,鋡,hán,,𰾅,
U+92E4,鋤,chú,,锄,hoe; eradicate
U+92EA,鋪,pù,,铺,"spread out, arrange; shop, store; place to sleep, bed"
U+92F0,鋰,lǐ,,锂,"lithium (element 3, Li)"
U+92F1,鋱,tè,,铽,"terbium (element 65, Tb)"
U+92F8,鋸,jù,,锯,a saw; to saw; amputate
U+92FC,鋼,gāng,,钢,"steel; hard, strong, tough"
U+9304,錄,lù,,录,"copy, write down, record"
U+9318,錘,chuí,,锤,balance weight on scale; hammer
U+931A,錚,zhēng,,铮,clanging sound; small gong
U+9320,錠,dìng,,锭,"spindle, slab, cake, tablet"
U+9321,錡,qí,,锜,a kind of pen; a kind of chisel
U+9322,錢,qián,,钱,"money, currency, coins"
U+9324,錤,jī,,𫓹,hoe
U+9326,錦,jǐn,,锦,"brocade, tapestry; embroidered"
U+9328,錨,máo,,锚,anchor
U+932B,錫,xī,,锡,"tin (element 50, Sn); bestow, confer"
U+932F,錯,cuò,,错,"error, blunder, mistake, wrong"
U+9333,錳,měng,,锰,"manganese (element 25, Mn)"
U+9336,錶,biǎo,,"表,𰾍","a watch, clock"
U+9338,錸,lái,,铼,"rhenium (element 75, Re)"
U+934A,鍊,liàn,,𫔀,"smelt metals, forge; refine"
U+934B,鍋,guō,,锅,"cooking-pot, saucepan"
U+934D,鍍,dù,,镀,"plate, coat, gild"
U+935B,鍛,duàn,,锻,"forge metal; temper, refine"
U+9369,鍩,tiǎn,,锘,"nobelium (element 102, No)"
U+936C,鍬,qiāo,,锹,shovel
U+9375,鍵,jiàn,,键,"door bolt, lock bolt; key"
U+9376,鍶,sōng sī,,锶,"strontium (element 38, Sr); an iron utensil"
U+937E,鍾,zhōng,,"钟,锺","cup, glass, goblet; surname"
U+9382,鎂,měi,,镁,"magnesium (element 12, Mg)"
U+938A,鎊,bàng,,镑,pound sterling; to scrape
U+938C,鎌,lián,,𰾮,sickle
U+938F,鎏,liú,,,pure gold
U+9396,鎖,suǒ,,锁,"lock, padlock; shackles, chains"
U+93A2,鎢,wū,,钨,"tungsten (element 74, W)"
U+93A3,鎣,yíng,,蓥,polish
U+93A7,鎧,kǎi,,铠,"armor, chain mail"
U+93AC,鎬,hào,,镐,stove; bright
U+93AE,鎮,zhèn,,镇,"town, market place; suppress"
U+93B3,鎳,niè,,镍,"nickel (element 28, Ni)"
U+93B5,鎵,jiā,,镓,"gallium (element 31, Ga)"
U+93C8,鏈,liàn,,链,"chain, wire, cable; chain, shack"
U+93D1,鏑,dí,,镝,"dysprosium (element 66, Dy); the barb of an arrow; the head of a javelin"
U+93D6,鏖,áo,,,"to fight to the end, engage in a fierce battle"
U+93D7,鏗,kēng,,铿,"strike, beat, stroke; jingling"
U+93D8,鏘,qiāng,,锵,"tinkle, clang, jingle"
U+93DF,鏟,chǎn,,铲,"spade, shovel, trowel, scoop"
U+93E1,鏡,jìng,,镜,mirror; lens; glass; glasses
U+93E2,鏢,biāo,,镖,"dart, spear, harpoon; escort"
U+93FD,鏽,xiù,,锈,"rust, corrode"
U+9418,鐘,zhōng,,钟,clock; bell
U+9420,鐠,pǔ,,镨,"praseodymium (element 59, Pr)"
U+9427,鐧,jiān,,锏,kind of rapier
U+942B,鐫,juān,,"镌,𰾹","engraving tool; carve, engrave"
U+942E,鐮,lián,,镰,sickle
U+9435,鐵,tiě,,铁,"iron (element 26, Fe); strong, solid, firm"
U+9443,鑃,diào,,,
U+9444,鑄,zhù,,铸,"melt, cast; coin, mint"
U+9451,鑑,jiàn,,𰾫,"mirror, looking glass; reflect"
U+9452,鑒,jiàn,,鉴,"mirror, looking glass; reflect"
U+9460,鑠,shuò,,铄,"melt, smelt; shine"
U+9463,鑣,biāo,,镳,"bit, bridle; ride"
U+946B,鑫,xīn,,,used in names
U+9470,鑰,yào,,钥,key; lock
U+9472,鑲,xiāng,,镶,"insert, inlay, set, mount; fill"
U+9475,鑵,guàn,,,jar; can
U+947C,鑼,luó,,锣,gong
U+947D,鑽,zuān,,"钻,𰿆","drill, bore; pierce; diamond"
U+947E,鑾,luán,,銮,small tinkling bell; bells hung on horse
U+947F,鑿,záo,,凿,"chisel; bore, pierce"
U+9485,钅,jīn,釒,,gold; money; Kangxi radical 167
U+9488,针,zhēn,針,,needle; pin; tack; acupuncture
U+9489,钉,dīng,釘,,"nail, spike; pursue closely"
U+948A,钊,zhāo,釗,,"endeavor, strive; encourage; cut"
U+948C,钌,liǎo,釕,,"ruthenium (element 44, Ru)"
U+948D,钍,tǔ,釷,,"thorium (element 90, Th)"
U+9492,钒,fán,釩,,"vanadium (element 23, V)"
U+9493,钓,diào,釣,,"fish; fishhook; tempt, lure"
U+9495,钕,nǚ,釹,,"neodymium (element 60, Nd)"
U+9497,钗,chāi,釵,,ornamental hairpin
U+9499,钙,gài,鈣,,"calcium (element 20, Ca)"
U+949A,钚,bù,鈈,,"plutonium (element 94, Pu)"
U+949B,钛,tài,鈦,,"titanium (element 22, Ti)"
U+949C,钜,jù,鉅,,"steel, iron; great"
U+949D,钝,dùn,鈍,,"blunt, obtuse; dull; flat; dull-witted"
U+949E,钞,chāo,鈔,,"paper money, bank notes; copy"
U+949F,钟,zhōng,"鍾,鐘",,clock; bell
U+94A0,钠,nà,鈉,,"sodium, natrium; sharpen wood"
U+94A1,钡,bèi,鋇,,"barium (element 56, Ba)"
U+94A2,钢,gāng,鋼,,"steel; hard, strong, tough"
U+94A3,钣,bǎn,鈑,,plate
U+94A5,钥,yào,鑰,,key; lock
U+94A6,钦,qīn,欽,,"respect, admire; respectful"
U+94A7,钧,jūn,鈞,,unit of measure equivalent to thirty catties
U+94A8,钨,wū,鎢,,tungsten (W)
U+94A9,钩,gōu,"鈎,鉤",,"hook, barb; sickle; stroke with"
U+94AE,钮,niǔ,鈕,,"button, knob; surname"
U+94AF,钯,bǎ,鈀,,"palladium (element 46, Pd)"
U+94B0,钰,yù,鈺,,rare treasure
U+94B1,钱,qián,錢,,"money, currency, coins"
U+94B2,钲,zhēng,鉦,,kind of gong used in ancient times by troops on the march
U+94B3,钳,qián,鉗,,"pincers, pliers, tongs; to compress"
U+94B4,钴,gǔ,鈷,,cobalt; household iron
U+94B5,钵,bō,"缽,鉢",,earthenware basin; alms bowl
U+94BA,钺,yuè,鉞,,"broad-axe, a battle axe, halberd"
U+94BB,钻,zuān,鑽,,"drill, bore; pierce; diamond"
U+94BC,钼,mù,鉬,,"molybdenum (element 42, Mo)"
U+94BD,钽,tǎn,鉭,,"tantalum (element 73, Ta)"
U+94BE,钾,jiǎ,鉀,,"potassium (element 19, K)"
U+94BF,钿,diàn,鈿,,"hairpin; gold inlaid work, filigree"
U+94C0,铀,yóu,鈾,,"uranium (element 92, U)"
U+94C1,铁,tiě,鐵,,"iron; strong, solid, firm"
U+94C2,铂,bó,鉑,,platinum; thin sheet of metal
U+94C3,铃,líng,鈴,,bell
U+94C5,铅,qiān,鉛,,"lead (element 82, Pb)"
U+94C6,铆,mǎo,鉚,,rivet
U+94C8,铈,shì,鈰,,"cerium (element 58, Ce)"
U+94C9,铉,xuàn,鉉,,device for carrying a tripod
U+94CB,铋,bì,鉍,,"bismuth (element 83, Bi)"
U+94CC,铌,ní,鈮,,"niobium (element 41, Nb)"
U+94CE,铎,duó,鐸,,bell; surname
U+94D0,铐,kào,銬,,"shackles, manacles"
U+94D1,铑,lǎo,銠,,"rhodium (element 45, Rh)"
U+94DC,铜,tóng,銅,,"copper, brass, bronze"
U+94DD,铝,lǚ,鋁,,"aluminium/aluminum (element 13, Al)"
U+94DF,铟,yīn,銦,,"indium (element 49, In)"
U+94E0,铠,kǎi,鎧,,"armor, chain mail"
U+94E1,铡,zhá,鍘,,sickle for cutting grass or hay
U+94E2,铢,zhū,銖,,"unit of weight, one twenty-fourth of a Chinese ounce (liang)"
U+94E4,铤,tǐng,鋌,,"ingots, bars of metal; hurry"
U+94EC,铬,gè,鉻,,"chromium (element 24, Cr)"
U+94ED,铭,míng,銘,,"inscribe, engrave"
U+94EE,铮,zhēng,錚,,clanging sound; small gong
U+94EF,铯,sè,銫,,"caesium/cesium (element 55, Cs)"
U+94F0,铰,jiǎo,鉸,,"hinge; shears, scissors"
U+94F1,铱,yī,銥,,"iridium (element 77, Ir)"
U+94F2,铲,chǎn,鏟,,"spade, shovel, trowel, scoop"
U+94F5,铵,ǎn,銨,,ammonium
U+94F6,银,yín,銀,,"silver; cash, money, wealth"
U+94F8,铸,zhù,鑄,,"melt, cast; coin, mint"
U+94FA,铺,pù,鋪,,"shop, store; place sleep, bed"
U+94FB,铻,wú,鋙,,misfit; discordant; music instrument; hoe
U+94FC,铼,lái,錸,,"rhenium (element 75, Re)"
U+94FD,铽,tè,鋱,,"terbium (element 65, Tb)"
U+94FE,链,liàn,鏈,,"chain, wire, cable; chain, shack"
U+94FF,铿,kēng,鏗,,"strike, beat, stroke; jingling"
U+9500,销,xiāo,銷,,"melt, fuse; market, sell"
U+9501,锁,suǒ,鎖,,"lock, padlock; shackles, chains"
U+9502,锂,lǐ,鋰,,"lithium (element 3, Li)"
U+9505,锅,guō,鍋,,"cooking-pot, saucepan"
U+9508,锈,xiù,"銹,鏽",,"rust, corrode"
U+9509,锉,cuò,銼,,"carpenter's file, file smooth"
U+950B,锋,fēng,鋒,,"point of spear, sharp point"
U+950C,锌,xīn,鋅,,"zinc (element 30, Zn)"
U+950F,锏,jiǎn,鐧,,kind of rapier
U+9510,锐,ruì,"銳,鋭",,"sharp, keen, acute, pointed"
U+9515,锕,ā,錒,,actinium (Ac)
U+9517,锗,zhě,鍺,,"germanium (element 32, Ge)"
U+9519,错,cuò,錯,,"error, blunder, mistake; wrong"
U+951A,锚,máo,錨,,anchor
U+951F,锟,kūn,錕,,ancient treasured sword
U+9521,锡,xī,錫,,"tin, stannum; bestow, confer"
U+9522,锢,gù,錮,,run metal into cracks; confine
U+9523,锣,luó,鑼,,gong
U+9524,锤,chuí,錘,,balance weight on scale; hammer
U+9525,锥,zhuī,錐,,"gimlet, awl, drill, auger; bore"
U+9526,锦,jǐn,錦,,"brocade, tapestry; embroidered"
U+9528,锨,xiān,鍁,,shovel
U+952D,锭,dìng,錠,,"spindle, slab, cake, tablet"
U+952E,键,jiàn,鍵,,"door bolt, lock bolt; key"
U+952F,锯,jù,鋸,,a saw; to saw; amputate
U+9530,锰,měng,錳,,"manganese (element 25, Mn)"
U+9531,锱,zī,錙,,an ancient unit of weight (one-eighth of a tael)
U+9535,锵,qiāng,鏘,,"tinkle, clang, jingle"
U+9536,锶,sī,鍶,,"strontium (element 38, Sr)"
U+9539,锹,qiāo,鍬,,shovel
U+953A,锺,zhōng,鍾,,"cup, glass, goblet; surname"
U+953B,锻,duàn,鍛,,"forge metal; temper, refine"
